리뷰내용,별점,리뷰동조자수
비슷한 상품도 보여주고 여러 쇼핑몰을 볼 수 있어서 좋아요,5,0
와..진짜 너무좋은앱인것 같아요 브랜드는거의다있고 너무 편리한것같아요,5,0
너무 예쁜 옷이 많은데 이미지가 안 뜨는게 조금 있어서 좀 불편해요.,3,0
제가 원하는 쇼핑몰을 쉽게 찾을수 있어서 좋아요♡♡,4,0
좋은거 같아요 다양한 옷들 많이 보고 잘 구매하갑니다,5,0
모든 브랜드를 한 앱에서 볼 수 있어서 진짜 편리하고 좋아여!!,5,0
다양하게 모아볼수있어서 너무 편하고 좋아요,4,0
여러쇼핑몰 한번에 볼수있어서 편하고 좋아요~,5,0
여기저기 찾을 필요도 없고 한 곳에서 여러가지 옷을 찾을 수 있어서 좋아욤,4,7
아직 구매해보진 못했지만 잘쓰고있어요. 조금 더 사용해 본 뒤에 후기 수정할게요!,4,0
여러 사이트로 왔다갔다하지않아도 하나앱으로 비교하며 볼수있어서 좋아요,4,0
로딩이안되서 사진이 가끔 안뜰때빼고는 가 좋라료,4,0
업데이트 했눈데 앱이 계속 중단되면서 튕기네요 ㅠㅠ 도와주세요,3,0
"여러가지 옷, 신발, 귀걸이 다 나와서 진짜 좋은것같아요!!",5,0
다양한물건들 한번에 볼수잇어서 너무좋어용!!!,4,0
정리 잘 되어있어서 보기 편해요!!,5,0
갠적으로 매일매일 옷들이 업뎃되다보니 넘나 좋은것 ~ 오늘도 내 스탈의 옷들 겟하러 ~,5,0
세부검색에 색깔로 검색하는 기능도 추가해 주세요,3,0
유행하는 제품이 한눈에 연령대별로 볼수있어 좋아요,5,0
자주가는 쇼핑몰 한꺼번에 볼수있어요.,5,0
조오오금만더 자세하게나오면 100점만점에 100점!!지금도 넘나좋지만,4,0
이 앱 진짜 짱! 다양한 브랜드를 한 앱으로 볼 수있어서 좋아요:),5,4
사이트마다 들어가서 옷보기귀찮은데 여기서보기편리해서 좋아요~~,4,2
원하는 상품을 쉽게 찾을 수 있어서 너무 좋은것 같아요!!,5,1
옷이 정리가되있어서 보기가편하고 좋네요,5,0
정말편한데 완전품절인경우 빼주셨음좋겠어요ㅠㅠㅠ,5,0
다양한브랜드를 볼수있어서 편리해요~,5,0
"많은 브랜드가 있고, 다양한 신발과 옷을 볼수있어 좋습니다",4,2
분류가 잘되어 있어 편하고 좋네요,5,0
필터 기능이 좀 더 세밀해졌으면..,4,0
좋긴한데 자꾸 볼수없다고 뜨는 상품이 많아요 ㅠ,3,0
편하고 세일정보가 있어 좋아요,5,0
다양한 사이트에서 고를수있어서 좋음,5,0
일반 쇼핑몰 통합 검색과 세일정보를 알 수 있어서 좋아요,4,2
사용이 편하고 제품도 많고 괜찮네요,4,0
왜 쓰는사람이 많이없는지 살짝 이해안가지만 필터 종류가 ㅁ없는게아쉬워여,3,0
이미지검색 기능이 너무 허접해요,1,0
여러 브랜드를 모아 볼 수 있어서 편리하네요 :),5,0
짱조움 근데 저장상품 저장용량 무한으로 해줬음 좋겠당ㅠㅠ,5,0
하나로 여러 쇼핑몰 알수있어서 너무 좋아요,5,0
저만 카톡으로 간편로그인이 안된게 아니었군요ㅜㅜ 빨리 개선해주세요..,3,1
여러 쇼핑몰들을 모아서 볼 수 있어서 편합니다.,5,0
쇼핑몰 별로 비교할 수 있어서 좋네요,5,0
브랜드랑 쇼핑몰 다 한눈에볼수있어서 좋아요 패셔니스타로 거듭나겠습니다ㅋㄱㅋㄱ,5,0
제발 외장메모리로 저장공간 변경할수있는 기능 추가해주세요 ㅠ,3,0
원하는 상품을 쉽게 찾을 수 있어서 좋아여,4,0
좋긴하네 근데말이지 룩ㅍ 이나 네이버페이 연동해서 중개수수료 어플개발자가 묵으면안댐? 뀨?,3,0
한번에 여러 브랜드의 옷을 비교할 수 있어서 좋아요!,5,0
계속 오류뜨면서 앱 실행이 안되네요,2,0
정말 좋은앱입니다 절대 관심상품999개 늘려준다고 하는게 아니에요^^,5,0
아니 로그인 전나 안시켜주네요 이 오류좀 빠른 시일안에 해결해주세요 +) 참고로 카톡 페북 네이버 다 안되네요,1,1
좋아용 브랜드별로 나눠져있어 편해요ㅠ,5,0
음 뭐랄까 되게 다른 옷 어플 보다 되게 다모아져있어서 검색하면 촤르르 나와서 좋슴다 홍보 아님다,5,0
여러개를 한눈에 놓고 비교해보고 고를수있어서 좋아요~!,4,1
다양한 쇼핑몰이 있어서 편해요,5,0
진짜 좋은거같아요!!쇼핑물 앱 따로 안깔고 브랜드랑 쇼피몰 앱 들이 합쳐져있어서좋 아요,5,0
간편하기 사용하기 쉬워서 좋네요 ㅎㅎ,5,3
쇼핑몰도 다양하고 너무 좋아요!!!,5,0
여러 브랜드를 한 번에 볼 수 있어서 정말 편하게 쓰고 있어요!!,5,0
모든 브랜드 세일 한번에 볼수있어서 너무좋아요!,5,1
쉽게 옷을 찾을수있어서 좋아욯,5,0
예쁘고 마음에드는게 다양해서 좋네요,5,0
여러 쇼핑몰을 한번에 볼수있어서 좋아요,5,0
편하긴한데 버퍼링이 너무 심해요,3,0
상품 다양하고 좋아요 자주 들를꺼같아요,5,0
아직은 사용한지 얼마 안되서 잘 모르겠지만 나중에 가격비교하면서 사용해 볼려구요 괜찮으면 다시 리뷰 남길게요,4,0
괜찮은거 같은데 상품이 좀 부족한게 있는거같아요. 인터넷에는 뜨는데 여기에는 없는게 있달까나,3,0
완전 강추합니다...옷을 샀는데 진짜 넘 이뻐요...ㅠ,5,0
좋아요 특히 이미지검색!,5,0
여러쇼핑몰 가격비교가 되어 너무 좋음,3,0
자주이용하는쇼핑몰은 다있네여 가격비교도할수잇어서 옷살때 어플로자주삽니다ㅎ번창하세요,5,11
좋긴 진짜 좋은데 장바구니에 넣은걸 그 샵에 들어가지 않고도 장바구니에 있는걸 볼 수 있으면 좋겠어요 따로 홈에 장바구니가 있을줄 알고 그냥 나왔는데....ㅠㅠ 어떻게해야되죠...?ㅠㅠ 홈에 장바구니좀 만들어주세여!!><,4,1
다 좋은데 브랜드에 들어가 하의만 못 보게 되어 있네요.,3,0
좋아요 브랜드들 다 모아져 있어서 편리하고,4,0
여러가지 브랜드와 제품이 있어서 좋아요^^,5,0
사고싶은 옷 빠르게 고르는 데 유용한듯,4,0
예쁜 옷 많아여 ㅎㅅㅎ 잘 정리돼있어좋아요,5,0
전체적으로 쇼핑하기 좋은 앱인거 같아요,5,0
상세검색에서 금액을 더 세분화할 수 있었음 좋겠어요~,4,0
추가한 쇼핑몰에 신상 업로드가 표시가 안떠요...,3,0
다 모아져있고 싼가 찾기 쉬워요 그래서 너뮤 좋아요😊😊😊,5,4
전에 사용하다가 오랜만에 다시 깔았는데 좀 느린거빼고 좋아요,5,1
완전 보기 편하고 좋네요,5,0
많은 옷쇼핑몰 옷 한번에 볼수있어 좋아요,5,0
가격대에 상관없이 트랜디한 브랜드들이 모두 있어서 좋다,5,0
좋아요 옷을 잘 모르는 분들이 요즘 많이 입는 옷이 뭔지 보기 좋은것 같아요,4,0
"편리하고, 잘찾을수있어서 좋음",5,0
이쁜옷들을 쉽게 찾아볼수있어서좋아요!!,5,1
탭도 편하고 전체적으로 괜찮당,4,0
내가 원하는 스타일을 한눈에 볼 수 있어 간편하고 좋아요~,5,0
비슷한 제품가격 비교하는 기능이 이 앱의 최고점!,5,0
여러앱을 깔지않아도 한곳에서 여러브랜드를 볼 수 있어서 좋은것같아요,5,0
다양한 상품을 한눈에 볼 수 있어서 좋아요,5,0
손쉽게 볼수있어서 좋네요,5,0
다양한 매장 한번에 볼수있어서 좋아요~,4,0
한 눈에 보기쉽게 잘정리 되어 있어서 좋아요,4,0
진짜 간편하고 편합니다 최고에요,5,0
사진 잘 안뜨는거만 빼면 괜찮아영,4,0
다른 앱에서는 소녀나라 같은 사이트를 찾으려고해도 안나왔는데 이 앱에서는 찾는 사이트 들이 나와서 좋습니다,5,0
회원가입이 안되요 우편번호검색에서 로딩만합니다,1,0
"좋은것 같아용 먼저 가격 선정두 좋고, 제가 찾는 브랜드가 모여있어서 일일히 인터넷에 치지않고 바로 찾는것두 좋아용",5,3
깔끔하게 정리되어있어서 편해서 좋아요,3,0
아주 좋은뎅... pc가 안댐.. ㅜ^ㅜ,5,0
앱이 최적화가 되진않은듯 잔랙 심함,2,0
브랜드옷 샀는데 5달동안 배송안오고 물어보니까 브랜드옷은 배송 지들이 관리 안한다고하고 결국 돈 못받고 5만원 버림;;,1,0
다양한브랜드를 한번에 볼수있어서 좋아요,4,0
좋은데 쇼핑몰 그냥 진짜 500개 더 늘려주세요 ㅎㅎ 물론 지금도 충분하지만^^,5,8
브랜드별 아이템별 정리 잘 되어있어서 보기 좋아요,5,0
명품부터 인터넷 쇼핑몰까지 모든 브랜드가 있어서 좋아요,5,1
다양한 의류를 한번에 볼수 있어서 좋아요.,5,0
여러 브랜드를 보면서 비교할 수 있으니까 좋으다😗,4,0
똑같은 제품을 가격을 비교할수 있어서 좋아요!!,5,9
편하고한번에 볼수있어서좋아요!,5,0
여러 사이트의 상품들을 한 눈에 볼 수 있어서 좋아요~~~,5,0
원하는 옷 찾을때 너무 좋은 것 같아요ㅎ,5,0
찜상품 제한있는게 아쉽긴한데 아직까진 괜찮네요.,4,0
보기 쉽게 잘 나와있어요 좋은거 같아요,4,0
상품이 다양하서 정말좋아요,5,0
편하게 서핑 할 수 있어서 좋아요!!,5,1
너무 좋아요 브랜드모아놓는것도..ㅎ,5,1
다양한 옷들 찾기가 쉬워요!,5,0
이미지로 옷 찾을 수 있는 게 너무 좋아요,5,0
내가원하는 쇼핑몰이나옷스타일 찾을수 있어서 괜찮았어요.,4,0
너무좋은데.... 허나 사진상세는어떻게보나요..ㅠㅠ한장보는게다인가요,3,0
여러옷을 한번에 쉽게 볼 수 있는것 같아요!!,5,0
제가 원했던 상품이 많아서 고르는 재미가 있어요!!,4,0
갑자기 안들어가지네요 자주 애용하건 어플이였는데 아쉽습니다,2,0
"옷 종류가 더 많이 올라오면 좋을텐데 ,,",3,1
아직 제대로 많이 사용은 안해봤지만 꽤 좋은거 같아요. 아직 잘 모르겠어서 3개드려요,3,1
상품 보기 편하고 좋은것 같아요,5,0
다시 다운받앗는데도 첫화면에서 넘어가질 않네요,3,0
원하는 스퇄을 한눈에 찾아볼수있어 좋네요!,5,0
원하는 브랜드 거의 다 있어서 너무 좋ㅇ다,4,0
너무 편리한 앱이에요 잘 사용하고있습니다!!!,5,0
너무 좋아요! 사라지면 안돼요ㅠㅠㅜ,5,0
제가 좋아하는옷을 쉽게 찾을 수 있어서 좋은 것 같아요,5,0
스타일닷컴 왜안해...??리뷰이런거 잘안쓰는데 진짜 너무너무너무 좋아요!!!!2년째 쓰고있는데 주변사람들한테 말하면 이 앱을 다 몰라.....ㅠㅠㅠ진짜 강춥니다 저는 여자인데 남자옷에 관심이 많은데 성별을 바로바로 바꿔서 남자옷 좌르륵 볼수 있고..브랜드와 쇼핑몰을 구분해서 볼수있는거 겁나 짱편함...저는 개인적으로 지xxx보다 이게 훨씬 좋아여!!!!!이거 만드신분 진심으로 사랑해요 알럽..덕분에 삶의 질이 높아졌어요 스타일닷컴없인 못살아...,5,9
상품 보고 들어갔는데 서버 터진게 적지않게 있음,3,0
다양한 메이커를 한꺼번에 볼수 잇어서 조아요 !,5,0
옷을 쉽게 볼 수 있어 좋음,5,0
브랜드가 다 모여있어서 완전 유용해요 ! !,4,1
쓰기 편하고 좋습니다,4,1
좋은옷 이쁜옷많아서좋네요 보기도편하고,5,0
다양한상품을 볼 수 있어서 좋아요,4,0
스타일 앱중에 제일 옷이 다영한거같아요,5,0
브랜드랑 보세 모두 볼 수 있는 어플 찾고 있었는데 좋아요,5,0
스타일닷컴진짜비슷한상품잘나오고좋아요!심지어유투브에서 맘에드는치마도찾아줬어요!!리얼감동받았습니당><,5,65
진짜루 다좋은데 일일이 페이지에가서 구매하지않고 한번에 구매할수있도록 부탁드릴수있나요...?,5,0
앱용량 차지적게해주고 모든어플한곳에있어편해요^^,5,0
앱 하나로 볼수있는게 다양해서 좋아요,5,0
한 번에 모아 볼 수 있어서 좋은거 같아여~~,5,0
여러 브랜드를 한눈에 볼수있어서 좋네요,3,0
브랜드 조회가 쉽게 되요,5,0
계속 업데이트 오류가 뜨네요,5,0
진짜좋아요 너무좋아서주변사람들한테추천했습니다.,5,0
좋아요 쓰기편해요 세일도 다 알려주고 굿,5,0
자신이 좋아하는 브랜드만 고를 수 있어서 좋네요,5,0
제가 찾는 스타일이나 상품을 찾기 너무 편해여,5,0
비교하기엔 좋아요 하지만 구매불가하다는 점에 다소 아쉽다,3,0
브랜드가 다 모여있어서 너무 좋아요!,4,0
여러 종류 볼 수 있어 편하고 좋다,5,0
일반쇼핑몰이랑 브랜드를 같이볼수있어서 좋아요,5,0
써보깐 너무 편하고 좋은거 같아요ㅎㅎ,3,0
이런 앱 찾고 있었는데 유용하게 잘 쓰고 있어요!,4,0
"너무 좋아요 물건찾기가 너무,편해요 ㅎㅎ",5,0
좋아하는 특정 브랜드 있으면 좋음.,5,0
옷을 한 번에 모아서 보는 앱을 찾다가 이걸 하는데 엄마도 좋다고 인정해주신 앱이네요,3,0
한번에 모아서 볼수있어서 넘 좋아요 감사합니다,5,0
한눈에 많은 브랜드를 볼 수 있어서 좋아요,5,0
렉좀 걸리는거 빼고는 진짜 좋은것같아요~~☺☺,4,0
모든 브랜드를 한번에 볼수 있어서 좋아요,5,0
이걸로 주문은 아직 안해봤지만 디게 좋은거 많아유!!!!!,5,4
너무 좋아요 근데 404not found 이게 계속뜨는데 뭔가요,5,0
브랜드를 모아볼수있어서 너무 좋아요,4,0
사이즈 상세정보 게시 안되있는게 엄청 많음,3,0
편리하게옷볼수있어요,5,0
이미지검색기능이 넘 좋아요,5,0
넘 편하게 잘쓰고 있어여,5,0
모든 브랜드를 다 볼 수 있어서 좋아용,5,4
진짜 편해요 이쁜것들도 진짜 많아요,4,1
브랜드랑 로드샵비교해가며 한눈에 볼수있어서 겁나좋음,5,8
"처음으로 이런 앱 써봤는데, 진짜 너무 편하고 좋아요!!bb",5,0
너무 편하고 잘 쓰고 있습니다,4,0
옷볼때 자주애용하는 앱입니다 강추해요ㅎ,5,0
비슷한옷 비교할수도있고 구매는 아직이지만 생각하고있을만큼 괜찮아요,4,1
진짜 요거보다 더 좋은 쇼핑몰있다면 나와보라해봐 ㅋ 레알 이거 개꿀,5,0
가입하려는데 로그인이 안됍니다 로그인좀 되게 해주세요...,1,3
밖에 돌아다니면서 옷 사는거보다 이게 더 좋음,5,0
아이쇼핑하기엔 좋은것같아요!^^,4,0
다양한 상품이 있어서 좋네요,5,1
비슷한 앱 여러개 깔아봤는데 이 앱이 제일 괜찮은 것 같아요,5,0
여러브랜드 한꺼번에 검색할수있어서 너무 젛아요,5,0
아직 쓴지 한시간 ㅡ도 안됐지만 좋은거같아용,5,0
한번에 보기도 편하고 좋아요,5,0
정말쇼핑하기좋은 보기편한어플입니다,5,0
정리가 잘 돼있엉,5,0
쇼핑몰이 다른 앱들보다 많아요,5,0
브랜드 알림이 정말 좋은것 같아요,5,0
다양한 아이템들을 볼 수 있어서 좋아요,4,0
이미지로 비슷한 상품 찾을 수 있는거는 아즈 유용해요,5,0
옷 앱 별로 안까는데 이건 엄청 오래 계속 두고 있는 앱,5,1
하 왠만한 쇼핑앱들중이 최고다 이거 진짜 짱짱만뽕짝,5,0
정말 좋아요 옷 브랜드를 한번에 볼수 있어요,5,0
좀 더 써봐야 알 것 같긴 한데 편하네요,5,0
검색해보면 많이 나와서 좋음,3,0
